Year,SEX,AREA,Value
2001,'',Salfit,
2002,'',Salfit,
2003,'',Salfit,
2004,'',Salfit,
2005,'',Salfit,
2006,'',Salfit,
2007,'',Salfit,
2008,'',Salfit,
2009,'',Salfit,
2010,'',Salfit,
2011,'',Salfit,
2012,'',Salfit,
2013,'',Salfit,
2014,'',Salfit,
2015,'',Salfit,
2016,'',Salfit,
2017,'',Salfit,
2018,'',Salfit,
